SID,source,date,ema,sh-support_1,sh-support_4,sh-support_5,sh-support_6,sh-support_7,sh-support_8,sh-support_9,sh-loneliness_18,sh-loneliness_35,sh-loneliness_36,sh-loneliness_37,sh-loneliness_38,sh-loneliness_39,sh-loneliness_40,sh-loneliness_41,sh-loneliness_42,sh-loneliness_43,sh-loneliness_44,sh-loneliness_45,sh-loneliness_46,sh-loneliness_47,sh-loneliness_48,sh-loneliness_49,sh-loneliness_50,sh-loneliness_51,sh-loneliness_52,sh-loneliness_53,sh-isolation_kids_01,sh-isolation_kids_02,sh-isolation_kids_03,sh-isolation_kids_04,sh-isolation_family_01,sh-isolation_family_02,sh-isolation_family_03,sh-isolation_family_04,sh-isolation_friends_01,sh-isolation_friends_02,sh-isolation_friends_03,sh-isolation_friends_04,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,BFI_E_9,BFI_E_10,BFI_E_11,BFI_E_12,BFI_A_1,BFI_A_2,BFI_A_3,BFI_A_4,BFI_A_5,BFI_A_6,BFI_A_7,BFI_A_8,BFI_A_9,BFI_A_10,BFI_A_11,BFI_A_12,BFI_C_1,BFI_C_2,BFI_C_3,BFI_C_4,BFI_C_5,BFI_C_6,BFI_C_7,BFI_C_8,BFI_C_9,BFI_C_10,BFI_C_11,BFI_C_12,BFI_N_1,BFI_N_2,BFI_N_3,BFI_N_4,BFI_N_5,BFI_N_6,BFI_N_7,BFI_N_8,BFI_N_9,BFI_N_10,BFI_N_11,BFI_N_12,BFI_O_1,BFI_O_2,BFI_O_3,BFI_O_4,BFI_O_5,BFI_O_6,BFI_O_7,BFI_O_8,BFI_O_9,BFI_O_10,BFI_O_11,BFI_O_12,E_angry,E_afraid,E_happy,E_excited,E_proud,E_guilty,E_attentive,E_content,E_purposeful,E_goaldir,CT_1,CT_2,CT_3,pur_01,pur_02,pur_03,pur_04,pur_05,pur_06,pur_07,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,SAT_1,SAT_2,SAT_3,SAT_4,SAT_5,SAT_6,SAT_7,SAT_8,SAT_9,sud_MINI_1,sud_MINI_2,sud_dudit_1,sud_dudit_2,sud_dudit_3,sud_dudit_4,sud_dudit_5,sud_dudit_6,sud_dudit_7,sud_dudit_10,sud_dudit_11,sud_dudit_14,sud_dudit_15,sud_dudit_16,sud_dudit_17,sud_dudit_18,sud_dudit_19,sud_dudit_20,sud_dudit_21,chron_MEQ_01,chron_MEQ_02,chron_MEQ_03,chron_MEQ_04,chron_MEQ_05,chron_MEQ_06,chron_MEQ_07,chron_MEQ_08,chron_MEQ_09,chron_MEQ_10,chron_MEQ_11,chron_MEQ_12,chron_MEQ_13,chron_MEQ_14,chron_MEQ_15,chron_MEQ_16,chron_MEQ_17,chron_MEQ_18,chron_MEQ_19,chron_MEQ_20,demo_YOB,demo_age,demo_hispanic,demo_ethnicity_1,demo_ethnicity_2,demo_ethnicity_3,demo_ethnicity_4,demo_ethnicity_5,demo_ethnicity_6,demo_ethnicity_7,demo_education,demo_mom_edu,demo_dad_edu,demo_gender,demo_gender_3_TEXT,demo_english,demo_country,demo_relationship,demo_nChildren,demo_livingSituation,demo_employment,demo_workHours,demo_workDaily,demo_workWeekly,demo_income,demo_zipChildhood,demo_zipCurrent,demo_typicalWake,demo_earliestWake,demo_latestWake,demo_typicalBed,demo_earliestBed,demo_latestBed,demo_orientation,demo_orientation_4_TEXT,demo_libconserv_1,demo_relAct,demo_church,cog_date,Matching_Shapes_and_Numbers,Fast_Reactions,Remembering_Words_Test,Thinking_Back,Visual_Patterns,Vocabulary
5660,TMB,2024-09-20T01:06:12Z,TRUE,2,3,1,3,2,1,3,2,3,3,3,2,3,3,3,2,3,4,3,4,3,3,2,3,4,3,4,1,3,5,3,2,2,3,3,5,4,6,5,3,5,2,4,5,5,1,3,3,3,1,4,5,5,5,4,5,4,2,4,2,3,4,4,2,1,5,3,3,4,4,5,5,5,4,3,4,5,3,2,1,4,3,2,4,3,4,4,4,5,1,4,4,4,5,4,4,3,1,5,2,4,4,5,3,4,4,4,3,4,Dependable,Awkward,Loyal,6,6,4,1,6,4,1,5,6,5,6,5,6,2,4,4,5,4,3,4,4,None,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,4,4,2,1,1,2,4,2,3,1,1,4,1,1,1,2,3,3,1977,46,0,NA,NA,NA,NA,1,NA,NA,6,2,2,1,NA,1,US,2,1,1,8,4,1,1,$160000,60544,60410,06:30 AM,06:00 AM,6:30 AM,11:30 PM,8:30 PM,01:30 AM,1,NA,5,2,3,2024-09-19 21:06:45,,,,,,
19241,UCD Sona,2024-09-20T05:57:51Z,TRUE,1,2,1,3,3,2,3,2,4,4,4,2,2,3,3,3,2,4,3,3,4,2,2,4,3,2,2,1,3,3,6,2,2,2,2,4,4,4,2,1,3,5,5,1,2,5,4,2,3,4,5,5,4,3,2,5,5,1,4,3,1,3,5,4,1,5,4,3,2,5,5,5,5,3,4,4,5,1,1,4,5,2,3,5,4,3,3,3,5,2,2,3,3,4,2,4,4,4,4,4,3,3,3,3,3,4,3,4,4,Friendly,People Pleaser,Trustworthy,4,3,4,5,3,2,3,4,5,5,5,3,4,3,6,4,2,3,1,3,3,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,3,2,2,3,1,0,3,1,4,1,4,2,3,1,1973,51,0,NA,NA,NA,NA,1,NA,NA,5,5,6,1,NA,1,United States,2,2,1,6,1,4,4,$85000,95818,95822,06:45 AM,04:00 AM,08:30 AM,10:30 PM,09:00 PM,01:00 AM,1,NA,NA,1,2,2024-09-20 01:58:04,,,,,,
19095,UCD Sona,2024-09-20T11:02:03Z,TRUE,2,3,2,3,1,3,3,3,2,2,2,2,4,2,3,3,3,3,2,3,2,3,2,3,2,3,4,1,1,5,2,3,1,5,2,1,1,3,1,2,4,4,5,4,2,3,5,3,3,2,3,4,5,2,4,5,5,3,4,2,2,1,5,4,4,1,1,5,5,1,2,5,5,1,4,1,5,3,1,2,2,4,2,3,3,3,3,5,5,1,2,5,5,4,3,2,3,5,4,3,3,3,3,4,1,2,1,5,5,Passive,Anxious,Impulsive,2,3,1,3,3,3,1,2,2,3,3,2,5,6,1,4,6,2,3,5,6,"Thc, LSD, psilocybin, methamphetamine",Thc,5,5,5,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,2,2,3,2,3,1,1,3,2,2,1,2,3,2,1978,46,0,NA,NA,NA,NA,1,NA,NA,3,3,2,0,NA,1,United States,6,1,1,8,3,1,3,$70000,31206,31211,04:30 AM,04:30 AM,11:00 AM,11:30 PM,10:30 PM,02:00 AM,1,NA,3,4,3,2024-09-20 07:06:12,,,,,,
42183,TMB,2024-09-23T19:58:14Z,FALSE,2,1,1,4,3,1,4,2,4,4,4,2,2,4,4,3,2,4,4,4,4,2,1,4,4,1,2,5,5,5,6,2,6,6,6,3,5,6,6,3,3,3,5,3,3,4,3,3,4,4,2,4,3,2,4,5,5,3,4,4,1,4,5,4,3,2,1,5,3,4,3,5,5,3,4,5,4,4,2,4,4,4,2,4,4,2,4,5,5,1,1,5,5,1,1,5,4,1,1,2,4,4,3,4,3,4,3,3,3,Honest,Loyal,Creative,4,1,5,6,4,1,5,2,2,3,2,2,2,2,1,2,5,2,2,6,7,Alcohol Marijuana,Alcohol,1,1,1,1,1,1,1,2,2,2,1,1,0,1,0,1,1,0,4,4,4,4,3,1,3,3,3,4,1,1,1,2,3,2,4,4,3,1968,56,0,NA,NA,NA,NA,1,NA,NA,5,6,2,1,NA,1,USA,6,0,2,3,1,4,4,$0,NA,NA,10:00 AM,06:00 AM,11:00 AM,02:MAM,10:MM PM,05:MM AM,5,NA,3,1,1,2024-09-23 15:58:50,,,,,,
82410,TMB,2024-09-23T20:28:10Z,TRUE,3,2,2,3,3,4,2,3,4,3,4,1,3,3,3,2,2,4,3,2,3,2,3,2,3,3,2,1,1,1,1,4,3,3,2,3,3,5,5,2,2,3,4,4,4,3,4,1,2,2,2,5,3,1,1,3,3,1,4,3,5,5,4,1,1,5,4,2,2,2,5,4,2,3,4,5,5,1,1,5,5,1,2,4,2,1,4,5,4,2,1,5,5,1,1,5,5,1,1,4,4,2,4,4,4,4,4,2,2,empathetic,opinionated,creative,1,5,3,4,2,2,4,2,4,3,2,2,5,5,1,3,5,6,2,2,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,3,3,4,2,1,1,2,3,4,3,1,1,3,3,3,4,4,3,1,1974,50,0,NA,NA,NA,NA,1,NA,NA,6,2,4,2,NA,1,USA,6,1,1,2,2,1,1,$10000,"Brooklyn Park, MN",02474,07:20 AM,07:00 AM,09:30 AM,10:30 PM,10:00 PM,12:30 AM,3,NA,NA,2,1,2024-09-23 16:28:31,,,,,,
89807,TMB,2024-09-24T16:50:52Z,TRUE,3,3,3,2,1,1,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,2,2,3,1,4,3,6,6,4,5,6,4,1,2,3,4,2,1,3,2,1,2,2,5,5,4,5,2,4,5,1,1,4,2,2,5,4,4,4,2,2,2,5,4,5,5,2,2,4,5,2,4,2,2,2,4,1,2,2,4,4,3,2,4,3,3,2,3,2,3,4,2,1,3,4,2,2,4,4,4,4,2,Introvert,Cautious,Loyal,4,2,4,4,4,2,3,3,3,5,6,5,6,4,7,5,4,3,3,4,5,None,Na,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,4,1,2,3,2,3,4,2,1,2,4,4,3,3,4,3,2,1960,64,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,USA,7,1,1,8,4,1,1,$65000,05701,05701,05:15 AM,05:15 AM,09:00 AM,10:00 PM,09:00 PM,11:00 PM,1,NA,4,2,2,2024-09-24 12:51:02,,,,,,
99961,TMB,2024-09-25T03:43:11Z,TRUE,3,3,2,3,2,3,2,4,2,1,3,3,3,1,2,3,3,2,2,2,1,3,2,2,2,3,3,2,2,3,2,3,2,2,3,4,4,3,2,4,4,2,2,3,4,3,3,3,3,2,4,4,5,1,2,5,5,1,1,4,4,2,2,4,3,3,2,4,4,3,4,5,5,1,1,3,5,2,2,3,2,3,4,2,1,4,4,5,5,1,5,4,5,2,2,5,4,3,3,1,2,4,3,4,2,3,4,4,3,Dependable,Understanding,Friendly,3,4,2,2,4,4,2,4,5,6,6,5,6,3,5,3,4,6,4,5,3,NA,NA,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,3,3,3,3,4,3,2,3,3,1,1,2,4,1,2,3,3,2,1971,53,0,NA,NA,NA,NA,1,NA,NA,6,3,5,1,NA,1,USA,4,0,0,8,4,1,1,$108000,37211,37027,06:30 AM,07:00 AM,09:30 AM,10:30 PM,09:00 PM,01:15 PM,1,NA,2,1,2,2024-09-24 23:43:27,,,,,,
8255,UCD Sona,2024-09-27T12:18:07Z,FALSE,3,4,4,2,2,4,2,3,4,2,3,3,3,3,3,4,3,3,2,3,3,2,2,2,3,3,4,6,6,6,6,2,4,5,4,4,3,3,3,3,4,2,1,4,3,2,1,3,5,1,1,4,5,5,1,4,4,1,2,5,3,1,1,2,2,4,4,4,5,4,1,4,4,4,4,2,2,5,4,1,1,5,5,1,1,5,5,5,5,1,1,5,5,1,1,5,5,1,1,1,1,5,3,3,1,5,2,4,4,curious,independent,skeptical,1,4,2,2,5,4,1,2,3,5,2,2,5,3,1,2,5,2,3,6,6,"nicotine, , alcohol, caffiene, marijuana",nicotine,5,5,1,1,1,1,1,4,2,4,0,0,0,0,1,0,1,0,5,3,1,4,3,1,3,2,1,3,2,1,1,3,3,2,2,5,2,1975,49,0,NA,NA,NA,NA,1,NA,NA,5,5,3,0,NA,1,USA,1,0,0,8,4,1,3,$28000,44124,44124,06:00 AM,05:00 AM,06:45 AM,11:00 PM,HH:MM PM,02:00 AM,1,NA,4,1,1,2024-09-27 08:18:30,,,,,,
9243,UCD Sona,2024-09-27T13:47:53Z,TRUE,3,3,2,2,2,3,3,3,1,2,3,4,3,1,2,4,4,1,1,2,3,4,3,1,1,4,3,3,3,6,6,3,2,6,1,2,1,6,1,4,4,1,2,4,4,3,3,3,4,2,3,4,5,1,1,5,4,3,4,5,3,4,4,4,4,3,1,4,2,2,3,5,5,3,4,2,5,1,2,4,4,3,4,4,3,2,2,5,3,5,3,4,4,4,5,4,4,4,3,3,4,4,4,3,4,3,5,3,2,Helpfulness,Loyal,Generous,1,3,4,3,5,3,1,2,2,3,6,2,5,1,7,4,4,5,5,2,4,Marijuana,Marijuana,3,1,1,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0,1,1,1,4,4,2,4,2,1,1,0,0,1,4,1,4,1,1,0,1964,60,0,NA,NA,NA,NA,1,NA,NA,3,3,6,1,NA,1,United States,2,0,1,8,2,1,3,$75000,94087,95677,04:30 AM,04:00 AM,06:00 AM,07:00 PM,07:00 PM,09:00 PM,1,NA,4,4,1,2024-09-27 09:48:27,,,,,,
57386,TMB,2024-09-27T23:39:10Z,TRUE,3,3,2,2,1,3,2,2,3,2,3,1,3,3,3,3,2,3,1,2,3,4,2,2,3,4,3,5,2,6,3,6,4,6,5,6,6,6,5,4,3,4,3,3,3,5,4,1,3,4,5,5,3,4,2,5,5,2,4,4,3,3,3,3,3,1,2,1,1,4,5,4,3,4,4,3,4,1,2,4,4,4,4,3,1,2,2,5,5,4,4,3,3,1,2,1,1,1,2,1,3,4,3,1,4,3,2,2,1,Respectful,Caring,Sympathetic,5,3,2,3,6,2,1,3,2,1,5,1,4,2,7,7,2,6,4,2,4,NA,NA,1,1,1,1,1,1,1,1,0,1,4,0,0,0,0,0,0,4,4,3,3,3,3,1,3,3,2,2,1,1,2,3,2,3,5,4,2,1975,49,0,NA,NA,NA,NA,1,NA,NA,4,1,NA,1,NA,1,Usa,4,3,1,3,4,4,4,$54000,25241,25703,06:45 AM,06:30 AM,10:00 AM,10:00Pm,09:00PM,12:00AM1,1,NA,2,1,2,2024-09-27 19:39:35,,,,,,
52148,TMB,2024-10-01T21:19:15Z,TRUE,4,4,2,1,1,3,2,3,1,1,2,3,3,2,2,4,3,1,2,2,2,3,3,2,1,3,3,1,1,1,1,3,3,3,3,4,3,3,4,4,4,1,3,4,4,2,2,4,4,1,1,4,5,1,1,4,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1,1,1,4,4,1,1,4,4,1,1,4,4,4,4,3,1,3,4,1,2,5,4,1,1,1,1,4,4,4,1,4,4,4,4,friendly,lighthearted,simple,2,5,1,1,5,5,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,2,1,1,1,1,1,1,3,1,3,2,1,0,2,3,0,0,1,3,2,3,3,3,2,3,3,1,2,1,1,1,1,1,1,3,3,2,1979,46,0,NA,NA,NA,NA,1,NA,NA,4,4,4,0,NA,1,USA,2,1,1,8,4,1,1,$124000,75949,75904,6:00 AM,6:00AM,7:00AM,10:00 PM,9:00 PM,11:00 PM,1,NA,6,4,3,2024-10-01 17:34:43,,,,,,
58304,TMB,2024-10-06T00:06:34Z,TRUE,3,3,2,1,1,2,1,4,2,2,2,4,4,2,3,4,4,3,2,2,3,3,4,3,2,4,4,1,2,6,6,2,2,6,2,3,3,3,3,5,5,2,2,4,4,2,2,4,5,1,4,5,5,1,1,5,5,1,3,4,5,2,3,4,2,4,4,4,5,3,3,5,5,3,2,3,3,4,1,3,4,4,4,3,4,4,4,5,5,1,1,5,5,3,1,4,4,1,1,4,3,5,5,3,2,4,5,5,5,Intelligent,Caring,Leader,1,6,3,1,6,5,1,7,7,7,7,3,7,6,7,7,7,3,3,5,6,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,4,1,1,1,1,3,4,3,1,2,4,3,2,2,3,4,3,1983,46,0,NA,NA,NA,NA,1,NA,NA,5,5,6,1,NA,1,US,2,4,1,8,2,1,3,$85000,75081,77802,7:30 AM,7:00 AM,8:30 AM,12:00 AM,10:30 PM,1:00 AM,1,NA,6,5,6,2024-10-05 20:06:56,,,,,,
26657,TMB,2024-10-07T13:23:31Z,FALSE,4,4,3,1,1,2,2,2,4,3,4,2,2,3,4,2,2,3,3,3,4,4,2,4,3,3,2,1,1,6,6,1,1,3,4,3,2,4,3,2,4,4,4,2,4,2,4,1,2,4,5,5,5,1,1,4,5,2,4,5,4,1,4,4,4,4,2,5,5,4,2,5,5,2,1,4,4,1,1,4,4,4,4,2,4,4,4,4,4,2,1,5,5,4,1,4,5,1,1,1,2,4,2,4,1,4,4,5,5,Empathy,Optimism,Nurturing,1,5,5,5,6,6,1,2,2,5,3,3,6,6,4,4,6,3,2,5,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,4,3,3,2,3,3,3,2,1,0,0,3,2,1,3,3,3,3,1970,54,0,NA,NA,1,NA,NA,NA,NA,3,1,1,1,NA,1,United States,6,1,2,8,4,1,1,$50000,38114,38114,08:00 AM,07:00 AM,09:00 AM,01:00 AM,12:00 AM,02:00 AM,1,NA,4,5,3,2024-10-07 09:23:55,,,,,,
65579,TMB,2024-10-08T19:48:37Z,TRUE,4,3,4,1,1,3,2,3,1,1,2,4,4,1,1,4,4,1,1,1,2,4,4,3,2,4,4,1,1,1,1,1,1,2,1,2,1,2,1,4,5,2,2,3,4,3,2,4,4,2,2,5,4,5,1,5,5,1,1,5,5,1,1,5,4,2,1,4,5,1,3,5,4,2,2,2,3,4,3,1,2,4,4,1,2,5,5,4,4,1,3,4,4,3,2,5,4,2,1,1,1,4,4,4,2,4,4,4,4,Determination,Strong,Honest,4,5,1,2,5,5,1,6,6,7,7,6,7,7,7,6,5,3,6,4,6,None,None,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4,3,4,3,3,1,2,1,2,2,1,2,3,2,2,1,3,3,1,1958,66,0,NA,NA,NA,NA,1,NA,NA,2,2,2,1,NA,1,United States,7,0,0,5,1,1,1,$36000,41164,40351,09:00 AM,06:30 AM,11:00 AM,11:00 PM,09:00 PM,11:00 PM,1,NA,4,4,5,NA,,,,,,
22047,TMB,2024-10-09T03:53:16Z,TRUE,3,3,3,1,1,4,1,4,1,1,1,4,2,1,3,3,4,1,1,1,1,4,4,3,1,4,4,1,1,1,1,3,2,1,1,3,2,1,1,3,4,2,3,4,5,2,5,2,5,1,5,5,5,1,1,5,5,2,2,3,4,4,2,3,2,2,3,4,3,4,4,4,5,2,2,4,2,3,5,2,3,4,4,2,4,4,4,4,4,1,4,5,4,4,1,5,4,2,3,2,2,5,4,4,1,5,5,4,4,self-aware,nurturing,dependable,1,6,2,2,5,5,2,6,5,6,6,4,7,7,6,5,5,3,3,5,3,NA,NA,1,1,1,1,1,1,1,3,0,1,0,1,0,0,0,0,0,3,5,3,4,1,1,1,1,1,2,3,0,1,4,2,2,1,3,3,2,1972,52,0,NA,NA,NA,NA,1,NA,NA,5,2,5,1,NA,1,Yugoslavia,6,1,1,8,4,2,3,$50000,71000,60640,07:00 AM,07:00 AM,11:00 AM,11:30 PM,11:00 PM,02:00 aM,1,NA,NA,1,1,2024-10-08 23:53:26,,,,,,
73786,TMB,2024-10-12T00:34:53Z,TRUE,4,4,3,3,2,3,2,3,2,2,3,3,3,2,2,4,4,2,1,2,1,3,3,2,3,4,4,1,6,1,1,1,1,1,2,4,2,2,3,4,4,2,2,4,4,2,2,4,4,4,2,4,4,2,2,4,4,2,1,4,4,2,2,4,4,2,1,4,4,2,2,4,4,2,2,2,2,4,4,2,2,4,4,2,2,4,4,4,4,2,2,4,4,2,2,4,4,2,2,2,2,4,4,4,2,4,4,4,4,Outgoing,Hyper,Loud,4,4,3,2,4,5,2,5,6,5,5,5,6,6,6,6,5,5,5,5,4,None,None,1,1,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,2,1,2,0,1,1,2,1,1,2,2,0,1978,46,0,NA,NA,NA,NA,1,NA,NA,4,2,1,0,NA,1,US,2,1,1,8,4,1,1,$105000,75901,75904,06:00 AM,06:00 AM,7:00AM,10:00 PM,10:00PM,10:00 PM,1,NA,7,1,2,2024-10-11 20:34:59,,,,,,
2674,TMB,2024-10-13T17:02:00Z,TRUE,3,3,4,1,1,3,1,3,2,2,2,4,4,2,2,3,4,2,1,2,1,4,4,3,3,4,4,1,1,3,3,3,2,3,3,2,2,3,3,4,3,4,5,2,4,3,4,3,3,2,5,5,5,1,5,5,5,1,2,5,3,1,2,4,2,4,2,4,4,4,5,4,4,1,2,2,4,4,4,2,2,5,3,2,2,4,4,5,5,1,2,5,5,5,2,5,4,1,1,2,2,4,4,3,1,4,3,4,3,Passive,Empathetic,Curious,1,4,2,2,4,4,1,6,4,3,5,3,6,6,3,6,3,7,3,5,5,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,2,3,1,3,1,2,3,3,3,3,4,4,2,1979,46,0,NA,NA,NA,NA,1,NA,NA,3,3,4,1,NA,1,US,2,2,1,6,1,4,4,$350000,49509,49316,10:00 AM,09:00 AM,11:00 AM,11:00 PM,10:00 PM,01:00 AM,1,NA,1,4,2,2024-10-13 13:02:21,,,,,,
22710,TMB,2024-10-14T02:40:06Z,TRUE,3,4,3,2,1,4,3,4,1,1,1,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,1,1,1,1,1,1,1,1,3,3,1,1,4,5,1,3,1,2,1,5,4,5,1,2,5,5,1,1,5,5,1,1,5,5,1,3,2,2,5,4,4,5,4,5,3,5,4,2,2,5,3,3,1,3,4,2,1,2,4,4,5,4,1,1,5,5,1,1,5,5,1,1,1,3,5,5,5,1,3,5,4,4,patient,creative,caring,1,6,1,6,6,6,1,7,7,7,7,7,7,5,6,6,6,6,2,5,5,I've taken gummies with THC for sleep to avoid taking ambien.,NA,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,2,4,3,4,4,2,3,4,1,1,3,4,3,2,4,3,3,2,1969,54,1,NA,NA,NA,NA,1,NA,NA,6,3,1,1,NA,1,United States,2,2,1,8,4,1,1,$185000,88130,75078,06:00 AM,05:30 AM,06:10 AM,09:00 PM,08;30 PM,10:00  PM,2,NA,0,3,1,2024-10-13 22:40:18,,,,,,
43885,TMB,2024-10-14T16:24:29Z,TRUE,3,3,3,1,1,4,2,4,1,1,1,4,2,1,2,4,4,2,2,2,1,4,3,1,1,4,4,1,1,4,1,5,1,5,2,1,1,4,3,5,3,3,1,4,2,2,3,4,5,2,1,5,5,5,1,5,5,1,1,5,5,1,3,4,4,2,2,5,4,1,4,5,5,1,1,4,1,5,4,1,1,5,5,1,4,5,4,5,4,2,3,5,5,1,2,5,5,1,1,1,2,5,3,2,1,1,5,5,5,empathy,religious,dependable,1,6,1,1,6,1,1,6,6,6,7,6,6,6,4,5,7,6,6,7,7,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,NA,0,0,2,2,4,4,4,3,4,1,2,2,1,2,2,4,1,1,3,2,0,1952,72,0,NA,NA,NA,NA,1,NA,NA,4,1,1,1,NA,1,United States,6,0,0,5,1,4,4,$50000,02148,84770,7:00 AM,6;30 AM,7:30 AM,10:00PM,9:00 PM,11:00PM,1,NA,NA,5,5,2024-10-14 12:24:51,,,,,,
63388,TMB,2024-10-14T19:36:40Z,FALSE,2,2,2,2,3,3,3,2,3,3,2,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,3,3,3,3,4,3,4,4,4,3,4,4,5,4,4,4,3,4,4,3,5,4,3,4,4,3,4,5,4,4,3,4,3,NA,3,3,4,5,3,4,3,2,3,4,3,3,3,4,3,4,4,4,5,4,5,4,4,3,4,4,4,5,4,5,4,4,5,4,5,4,4,5,4,4,resilient,wise,patient,1,4,2,2,4,4,3,5,5,6,5,5,6,6,6,6,5,6,6,5,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,3,4,2,2,3,3,3,2,3,3,2,1,2,3,3,2,3,3,3,1,1964,60,0,NA,NA,1,NA,NA,NA,NA,3,3,5,0,NA,1,United states,2,0,1,5,1,4,4,$80000,"Seattle, WA",90028,09:50 AM,09:30 AM,10:00 AM,09:30 PM,09:00 PM,09:50 PM,1,NA,3,3,3,2024-10-14 15:37:11,,,,,,
39135,TMB,2024-10-15T00:57:36Z,TRUE,3,2,3,3,2,3,3,3,2,2,3,4,3,3,2,4,3,2,2,2,2,4,3,2,2,3,3,6,6,6,6,1,1,2,2,3,2,4,2,4,4,4,2,2,3,4,4,4,4,1,3,5,4,1,1,4,5,1,2,5,4,1,2,3,4,3,2,5,4,3,2,4,5,1,2,2,3,4,2,1,1,4,5,4,2,4,4,5,4,2,2,4,4,3,1,4,4,1,1,1,1,5,4,3,1,4,5,4,4,Happy,Kind,Peacemaker,3,5,3,3,4,5,2,6,3,3,3,3,5,5,1,5,2,2,5,6,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,1,3,3,3,3,4,3,3,3,1,2,1,2,2,3,1,4,3,3,2,1975,49,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,USA,1,0,0,8,4,1,1,$48000,13045,84790,06:30 AM,05:45 AM,08:30 AM,10:30 PM,09:30 PM,11:00 PM,1,NA,3,5,5,2024-10-14 20:57:45,,,,,,
29079,TMB,2024-10-15T16:58:45Z,TRUE,3,4,3,1,1,3,2,1,1,2,4,1,2,3,2,3,3,4,3,2,4,4,3,3,4,2,4,6,6,6,6,4,4,4,6,6,6,6,6,1,3,4,5,3,4,3,4,3,3,2,3,5,5,1,1,5,5,1,2,4,4,1,3,2,1,4,4,5,5,3,4,5,5,4,2,3,5,1,1,5,5,3,1,4,3,2,3,5,5,1,1,4,5,1,1,4,5,1,1,1,3,2,3,2,3,5,3,5,3,intelligent,kind,open minded,2,2,3,3,5,3,5,2,3,2,3,2,5,1,7,1,1,3,1,1,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5,4,3,2,1,2,1,2,3,4,2,1,4,2,3,2,3,3,2,1979,46,0,NA,NA,NA,NA,1,NA,NA,7,5,7,1,NA,1,USA,2,0,1,1,1,4,4,$153000,01451,01453,08:30 AM,07:30 AM,09:45 AM,12:00 PM,10:00 PM,02:30 AM,1,NA,1,3,1,2024-10-15 12:59:01,,,,,,
11765,TMB,2024-10-15T17:16:52Z,TRUE,2,2,1,4,3,1,4,1,4,4,4,1,1,4,4,1,1,4,4,4,4,1,1,4,4,1,1,1,1,1,1,6,6,6,6,4,4,4,4,1,1,5,5,1,1,4,5,5,4,1,1,5,5,1,1,5,5,1,1,5,1,4,5,5,5,1,1,5,5,1,1,5,5,1,1,5,5,2,1,4,5,2,5,4,5,2,2,4,5,1,5,1,1,1,5,5,4,2,5,1,4,5,5,5,1,5,5,5,4,Kindness,Nurturing,Introverted,1,6,1,1,6,6,1,7,7,7,7,7,7,3,1,1,1,7,7,1,1,NA,NA,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,3,1,1,4,2,1,3,2,2,2,4,3,3,3,1978,46,0,NA,NA,NA,NA,1,NA,NA,4,3,5,1,NA,1,United States,3,0,1,6,1,4,4,$80000,"Belle chasse, Louisiana",70037,08:00 AM,08:00 AM,08:00 AM,09:00 PM,09:00 PM,09:00 PM,1,NA,6,3,5,2024-10-15 13:17:09,,,,,,
